Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675106115.2459729,632,69315,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:15,19,T
1675106115.5370085,633,69315,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:15,19,T
1675106116.2468195,634,69316,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:16,19,T
1675106116.537931,635,69316,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:16,19,T
1675106117.2473223,636,69317,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:17,19,T
1675106118.005471,637,69317,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:17,19,T
1675106118.2456694,638,69318,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:18,19,T
1675106118.5363793,639,69318,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:18,19,T
1675106119.2475007,640,69319,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:19,19,T
1675106119.5384557,641,69319,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:19,19,T
1675106120.2474473,642,69320,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:20,19,T
1675106120.5387666,643,69320,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:20,19,T
1675106121.2470596,644,69321,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:21,19,T
1675106121.538127,645,69321,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:21,19,T
1675106122.2459548,646,69322,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:22,19,T
1675106123.004644,647,69322,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:22,19,T
1675106123.2787366,648,69323,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:23,19,T
1675106123.5697045,649,69323,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:23,19,T
1675106124.246798,650,69324,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:24,19,T
1675106124.5379074,651,69324,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:24,19,T
1675106125.246924,652,69325,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:25,19,T
1675106125.5379872,653,69325,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:25,19,T
1675106126.2788556,654,69326,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:26,19,T
1675106126.5698743,655,69326,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:26,19,T
1675106127.2461574,656,69327,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:27,19,T
1675106128.0046089,657,69327,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:27,19,T
1675106128.2801797,658,69328,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:28,19,T
